Date,Sign,Text
22 april 2018,scorpio,"So much is being said about people developing their “brand” that the term is becoming meaningless. Seriously, does everyone have to be a walking billboard, advertising their bad self? Not you, that’s for sure. Now that Pluto has gone retrograde in your house of self expression it’s all about being authentic. But first you need to uncover what “authentic” means to you.

"
23 april 2018,scorpio,"Refining the way you come across in business situations is important right now., Scorpio. You want people to only see the best you have to offer. As a result this may mean handling crises more calmly, polishing up your negotiating skills or updating your website and marketing materials.

"
24 april 2018,scorpio,"Grrrrr!!!! Romantic Venus glides into your house of intimacy and sex, settling in for an amorous three week stay. You might be feeling a bit selfish in the love department these days as next week’s full moon occurs in your sign. If a lover isn’t giving you what you need, maybe it’s time to move on!

"
25 april 2018,scorpio,"People around you may be hell bent on following the same old procedures or sticking with the same old tired ideas. You, on the other hand, seem to be full of smart efficiency hacks and concepts. Your ideas will fall on deaf ears so don’t waste your time. Tomorrow is a better time to get your point across.

"
26 april 2018,scorpio,"You could end up being quite forceful today with your words….which could be a good thing or a bad thing. Aggressive Mars and powerful Pluto meet up in the heavens, either turning you into a tyrant or a silver tongued persuader. Make sure that you choose wisely.

"
27 april 2018,scorpio,"Your common sense is telling you one thing, and your emotions another. Which one to go with? I’d say to go the rational route. The Moon is in a wonky angle, creating fears, drama and “gut feelings” that are off base.

"
28 april 2018,scorpio,"If you’re not sure of the facts, don’t say anything. Got an outrageous opinion? Keep it to yourself. A Moon-Mars square warns against being too vocal. This includes bright ideas, too. You’re much better off keeping them to yourself, at least for the next week.

"
29 april 2018,scorpio,"Anyone who thinks that you’re a pushover is in for a big surprise, Scorpio! These days you really  mean business, and you’re not afraid to let that fact be known. If you need to set boundaries, put people in their place or go public with something that has been bothering you, now’s the time to do it.

"
30 april 2018,scorpio,"Once a year everyone gets to enjoy a full moon in their sign, and tonight’s your night! This lunation is extra special as amorous Neptune is in a fabulous angle from your house of love, flirting and having fun. Abundant Jupiter is also well aspected, putting you in the spotlight. Now’s the time to get your name and ideas out there.

"
1 may 2018,scorpio,"The full moon in your sign yesterday was full of creativity, fun and self-expression. The next two weeks could see you doing a lot more socializing, flirting and developing your talents. But Uranus is in a cranky mood from your efficiency sector, warning that you’d better not forget to get the grunt work done.

"
2 may 2018,scorpio,"You could become easily offended today by something that a person says or does, and your emotional state might be funky for the rest of the day. A Moon-Saturn conjunction tomorrow is a better time to put others on notice that you aren’t allowing chaos and drama into your life.

"
3 may 2018,scorpio,"If you feel as though your business needs to be rebranded, or that your personal look could be updated, now’s a good time to consider fresh options. Jupiter, planet of abundance, is retrograde in your sign, which is actually a perfect aspect for creating changes.

"
4 may 2018,scorpio,"It is time for a change, and the only way it’s going to happen is if you seize the reins. Stop waiting for a white knight to ride in on a horse: it ain’t gonna happen. Fortunately planets in your strategizing sector are active, so figure out what needs to be done and get to it.

"
5 may 2018,scorpio,"Read between the lines! Don’t take everything you hear at face value, Scorpio. There are things going on behind the scenes that you need to ferret out. Fortunately detective-like Pluto is working the case with you.

"
6 may 2018,scorpio,"Who says that dreamers are fools? With Neptune active in your house of creativity and romance, your day dreams can manifest into something quite juicy and exciting. You’ve never been one to run away from passion, art or showing off your talents. Dive in, Scorpio.

"
7 may 2018,scorpio,"Someone may be forceful with their words today, not operating with logic but with uppity attitude. Avoid getting pulled into a battle with them as there will be no satisfaction in it. Might doesn’t make right.

"
8 may 2018,scorpio,"Lucky Jupiter is in your sign, but one of the downsides is that it can make you feel as though you’re a one-person force of nature. The reality is that you need the cooperation, approval or backing of other people. Next week’s new moon in your partnership zone will help you get along with folks who can help you on your journey.

"
9 may 2018,scorpio,"The lines of communication open up nicely today, especially with loved ones. You’ll be able to get your point across with strength, humor and caring. It’s also a winner for exploring your creative talentS and letting them shine.

"
10 may 2018,scorpio,"You’ve got talent, Scorpio—why not really tap into it? Once Uranus moves into Taurus next week, partnering with others will one of the best ways to showcase your goods all the way into 2026.

"
11 may 2018,scorpio,"When Uranus moves into your highly collaborative seventh house next week, your best work will be with partners—all the way through 2026! But you can get a jump start on things today by opening up the lines of communication. This includes lovers too, so air your feelings and opinions.

"
12 may 2018,scorpio,"Haste makes waste, Scorpio. Your grandma may have told you that in the past but today the cosmos is on your case about it. The faster you try to get something don’t, the more screw-ups there will be. Take your time and do things the right way.

"
13 may 2018,scorpio,"Don’t hold back! Megamouth Mercury is now in a sector that deals with some of your deepest thoughts and emotions. You’ll be able to express yourself logically without a lot of drama and finger pointing. The next eight years of your life will be the most cathartic ever, so take that risk and speak up.

"
14 may 2018,scorpio,"The cosmos gives you one last push to get organized and streamline your life. Brilliant Uranus has been in this sector for the past eight years, but it moves on tomorrow to a new locale. Create some solid new habits that will help you get things done more quickly and serenely.

"
15 may 2018,scorpio,"If you think you knew your lover, guess again. If you’re single and think you know what you want from a suitor, your ideas may change radically. Unpredictable Uranus is now in your commitment sector, bringing serendipity and more open-minded thinking when it comes to matters of the heart. A lover could shock you, thrill you or exasperate you… all the way into 2026!

"
16 may 2018,scorpio,"Your personal life is about to become all warm and fuzzy, Scorpio. A new moon just occurred in your commitment house and tomorrow Mars starts touring your home and family sector. Creating a beautiful home and a more contented family life will become more important to you. Don’t forget to book some precious personal time too!

"
17 may 2018,scorpio,"Things could get heated within a business or personal relationship—and you could react angrily. Hot headed Mars is in your house of contentment, which is already a mismatch. So if someone pushes your buttons you might fly off the handle. This battle isn’t worth it, so walk away.

"
18 may 2018,scorpio,"Perfect day to express what’s on your mind, whether it’s in a business setting or a personal one. The two most logical and direct planets, Mercury and Saturn, are aligned so that you can present yourself and your ideas with a calm power.

"
19 may 2018,scorpio,"If you’ve been feeling boxed in lately—by work stress, family demands, health issues or anything else—that’s about to change. Venus has just entered your house of freedom, optimism and breaking the rules. Venus isn’t a rebel; she does things quietly, elegantly. And so can you.

"
20 may 2018,scorpio,"Oh yeah! Scorpios are known for their sexy demeanor and today the Sun enters your house of libido and intimacy. (Funny, I don’t hear any of you complaining.) The next four weeks ought to be pretty interesting considering that amorous Venus entered your house of adventure yesterday. Have fun.

"
21 may 2018,scorpio,"Sometimes ya just gotta let other people know who’s boss, Scorpio….and today is one of those days!  The good news is that you’ll be able to assert a quiet, calm authority without resorting to tyrannical tactics. Your word is your bond and others sense this.

"
22 may 2018,scorpio,"There’s no holding back your feelings today, so let ‘em out! Whether they will be well received is another issue, but keeping things in isn’t healthy. People need to know where you’re coming from and what you expect.

"
23 may 2018,scorpio,"Someone close might accuse you of having your head in the clouds, and the problem is—they may be right! Sunny Jupiter in your sign is filling your brain with rainbows, unicorns, puppies and angels. So if someone tells you to get a grip, they’re on to something.

"
24 may 2018,scorpio,"A happy Sun-Mars trine makes this one of the best days in 2018 to speak from the heart. Take care of problems within your family or romantic relationship. Make serious plans for the future. Real estate matters are well aspected, so if you’re looking to move or remodel, start making plans now.

"
25 may 2018,scorpio,"Creativity, charisma, connecting—all of these get a huge boost from today’s beyond fabulous Jupiter-Neptune trine! These two planets rarely form this angle, so work it, honey. If you feel like creating a brand new look and attitude, do so—and expect results by August 19th, at which time this aspect happens again!

"
26 may 2018,scorpio,"You’re in no mood these days for people verbally abusing you or playing games. Fortunately the two most powerful planets in the solar system, Pluto and Saturn, are in an excellent spot in your house of self expression. Which means that you shouldn’t suffer in silence! Calmly state your case and tell malcontents to back off.

"
27 may 2018,scorpio,"Breaking the rules could create problems that you don’t want to have to deal with, Scorpio. Your secretive sign is masterful at pulling things off without others knowing, but a stern Saturn-Venus opposition warns against doing so over the next 48 hours.

"
28 may 2018,scorpio,"Financial projections need to be rock solid, Libra. Don’t make important fiscal decisions based on emotions or airy-fairy thoughts about what you’d like  to see happen. Tomorrow’s full moon in Sagittarius will shed light on things, and since Sagittarius is your house of brainstorming and negotiating, you’ll be in a good place to move forward.

"
29 may 2018,scorpio,"In astrology there are two houses that govern money, and today you have action in both! The full moon occurs in your income sector just as shrewd Mercury zips into the wealth building one. The next few months are well aspected for finding a new job, starting a business and making wise investment decisions.

"
30 may 2018,scorpio,"Practicality reigns, thanks to the energy of yesterday’s full moon in the stability-seeking part of your chart. Other people may result to drama, guilt trips or passive-aggressive behavior in order to derail you. I wish them a lot of luck….it ain’t happenin’.

"
31 may 2018,scorpio,"The time is right for saying what’s on your mind, Scorpio. You tend to hold things in, making people sweat as they try to decipher what’s going on in that brain of yours. But with chill Saturn putting the right words in your mouth, don’t hold back.

"
1 june 2018,scorpio,"If you have something to say to a lover, family member or roommate, now’s the time! A wonderful Mercury aspect allows you to open up and get your feelings out. You’ve grown tired of shaky situations and drama. If you want to create more stability in your life, you have to let others know that.

"
2 june 2018,scorpio,"Knowing what you want is half the battle, Scorpio! Some highly optimistic cosmic energy is opening your eyes to a plethora of goodies to chase after. Be decisive and narrow down your focus.

"
3 june 2018,scorpio,"Your sign is famous for being able to hide your true feelings and thoughts, but that just isn’t going to happen today! An energetic and passionate Moon-Mars connection is going to make you spill, but this is a good thing. Other people need to know where you stand. They’re not mind readers, you know.

"
4 june 2018,scorpio,"Shaking yourself loose of negative juju is a lot easier when the illuminating Sun and common sense Mercury are on the case. Conveniently, they are in a good spot to help you today as they form a perfect line in the heavens. Drama and chaos are going to start looking a lot less attractive.

"
5 june 2018,scorpio,"This is not a good day to try to break the rules, Scorpio. Make sure that everything you say and do is right on point, faultless. This is especially true about the written word. Mercury isn’t retrograde but tyrannical Pluto is on the warpath in your house of communicating.

"
6 june 2018,scorpio,"It could be hard to get a straight answer from someone close, and this could fray your nerves. You seem to be coming from a pretty logical place thanks to hosting the Sun and Mercury in your house of emotions. But others may be in full drama/diva mode, so put on your seatbelt!

"
7 june 2018,scorpio,"Beware the green-eyed monster, whether it resides in you or has taken over someone else! Jealousy ain’t pretty, my friend. If this is an emotion you’ve been experiencing, the new moon next Wednesday is the perfect time to start doing the inner work necessary to get rid of it.

"
8 june 2018,scorpio,"With the Moon in the sportiest part of your chart you should be getting off the sofa this weekend and getting into action. This is an auspicious time to start a diet or make a vow to get more sleep. With next week’s new moon occurring in your house of sex, now you have you yet another reason for getting toned!

"
9 june 2018,scorpio,"Don’t kid yourself about discipline. Scorpio. The word conjures up images of hard work and denial, but sticking to a plan yields results! The ancient Taoists and Buddhists called this “process”: sticking to a routine, accepting the boredom of it, and then happily patting yourself on the back in the end.

"
10 june 2018,scorpio,"It may have been a bit confusing lately to sort out the truth from the BS, but things are starting to turn around. Looking at the sunnier side of life becomes more easy once Mercury enters Cancer on Tuesday. Your confidence will rise and the murkiness other people are putting out won’t bother you as much.

"
11 june 2018,scorpio,"If anyone even suggests that you can’t do something–or that your ideas are crazy–feel free to hand them a ration of whoop-ass, Scorpio! The planets are lining up later this week to take you into exciting, unchartered territory. You don’t need any anchor-like people holding you down.

"
12 june 2018,scorpio,"Taking calculated risks is in the stars for you, Scorpio! Today Mercury glides into your house of advanced thought, and tomorrow Venus enters your house of ambition. Everything is lining up nicely for you to score in two big life areas: romance and net worth.

"
13 june 2018,scorpio,"Your sign is famous for its passion and sexuality, and today is your annual new moon in the house of libido! The next few months could be quite passionate, but without drama, jealousy and other nonsense. That’s because amorous Venus enters your house of stability and tradition today also. Buh bye, bad boys and divas.

"
14 june 2018,scorpio,"Close relationships could get a little testy with a Venus-Uranus square. People may not agree about the long term, or how a certain situation should be handled. This isn’t a deal breaker but it’s important to listen to the other person’s point of view. From your chart it appears that you may be too opinionated over the next few days!

"
15 june 2018,scorpio,"The two most logical planets in the solar system, Mercury and Saturn, are at war with each other. This could create delays in big plans as people may not know which direction to head in. Fortunately this energy changes by Tuesday, at which time you may need to take control and point out the way to everyone else.

"
16 june 2018,scorpio,"An insanely creative period in your life will begin next week, and you may already be feeling it! If you’re an artist naturally this is good news. But everyone needs to tap into their own personal well of talent, whether at work or at home raising your kids. You will be pushed past previously held personal notions of what you were capable of. Bravo!

"
17 june 2018,scorpio,"People may be interested in giving you advice, telling you to change your life this way and that. They may mean well but the final decision comes down to you. Take the next four weeks to consider your options, then swing into action when Leo season begins in late July.

"
18 june 2018,scorpio,"Romeo, Romeo, wherefore are thou? Now that confusing Neptune is retrograde in your house of romance, you may be wondering which end is up in love. But don’t get too bogged down in drama. If you’re looking for a fresh start there’s one to be had.

"
19 june 2018,scorpio,"Generous Jupiter may be retrograde in your sign but that doesn’t mean that your luck has run out! The next few days are fabulous for growth and expansion, so don’t hide in the shadows. With intelligent Mercury in your house of taking risks, you can make progress in areas that may have seemed impossible before.

"
20 june 2018,scorpio,"Your creativity and sense of adventure are on the upswing. This is a good time to study the game book of someone you admire, whether they’re alive or not—the great explorers, artists, scientists, authors and bon vivants. What is about them and their lives that you could emulate? What risks could you take? Once the Sun changes signs tomorrow you should start to incorporate these into your life.

"
21 june 2018,scorpio,"If you feel like flying off into the wild blue yonder, boldly going where no man has gone before (Star Trek!) or launching an entrepreneurial start-up, blame it all on the Sun entering your ninth house of risk taking. You might also try on a new lover for size, write a book or get another college degree. A Venus-Mars opposition indicates that you’re ready to buck convention, so don’t be afraid to show the world some cutting edge ideas.

"
22 june 2018,scorpio,"Your love life gets a boost from spunky Uranus, the planet of serendipity. Try some new adventures when it comes to date nights or traveling on vacation. Singles, cultural events are the best way to meet someone this weekend, not doing errands, so knock out your tasks and then head to an art gallery, museum or concert.

"
23 june 2018,scorpio,"Sometimes you just need to keep to the script and not make any big changes, Scorpio. Today is one of those days and so is next Wednesday. Play the game, even if it kills you. Don’t worry. This won’t last long! Within a week’s time you’re back on top again.

"
24 june 2018,scorpio,"It’s always a good thing when the cosmos is telling you to go out and party with your friends, and that’s what you should do today! Spend time with people who share your outlook on life. And there could be some new friends that you’ll make along the way.

"
25 june 2018,scorpio,"This is no time to kid yourself about the direction something is going in, Scorpio. The two most optimistic planets, Venus and Jupiter, are at odds, indicating that you might not be seeing things clearly. This is especially true of major goals or dreams. When Mercury changes signs on Friday clarity will return.

"
26 june 2018,scorpio,"Need a breather from the family unit? That could be the case now that Mars is retrograde in your domestic sector. There is  such a thing as too much togetherness, so if your nerves are frayed by roommates, parents, siblings or a lover, then take some time for yourself.

"
27 june 2018,scorpio,"The words you speak–or write– could have long lasting consequences, so be mindful of what you put out there. Things are heating up in your house of success and you don’t want to blow it!

"
28 june 2018,scorpio,"The full moon could bring about a series of happy events over the next two weeks: meeting someone new, going away on a trip, landing the job or university of your choice, or watching a pet project get the approval it deserves. But make sure that you don’t over extend yourself, a possibility under this aspect.

"
29 june 2018,scorpio,"The Leo time period is the best of the year for your sign to go after big plans and dreams, and it’s three weeks away. But start strategizing now, as clever Mercury enters Leo today. Talk to the people who can help you make things happen. Start setting things in motion. You’ll be glad that you did.

"
30 june 2018,scorpio,"Someone close may throw you a curve ball today, something that you fear will derail your plans. Before you panic know that the cosmic mood changes tomorrow, a better time for talking things over.

"
1 july 2018,scorpio,"You can catch more flies with honey than with vinegar, so pour on the charm, Scorpio! You’ll still be able to get your way, and the other party will think things are being done their way. The bottom line is that you win.

"
3 july 2018,scorpio,"Life is looking a lot sunnier thanks to a Moon-Jupiter trine! There are even more adventurous, romantic and culture-filled days ahead, so start making time in your calendar for them.

"
4 july 2018,scorpio,"Nice things (and people!) are coming your way, and you know what? You deserve them! Today is well suited for romance with a yummy Moon-Neptune connection. Things could get steamier and more dramatic, but this isn’t anything to be upset about.

"
5 july 2018,scorpio,"Your opinions and ideas count, Scorpio…probably more so than you even realize. So don’t be afraid to act on ideas that may have seemed crazy or daring just a short time ago. Once Jupiter resumes direct motion in your sign next week, doors will start to open.

"
6 july 2018,scorpio,"You need to be more flexible with your thinking, especially when it comes to your personal relationships and career. Being too fixated on maintaining the status quo could backfire. Be open to fresh ideas and new connections.

"
7 july 2018,scorpio,"A romantic or business partner to do something unexpected today, Scorpio. Erratic Uranus is acting up in your house of committed relationships. This can go either way, bad or good! But considering that Jupiter is just about ready to go direct in your sign, you really need to look out for number one.

"
8 july 2018,scorpio,"Sweet! A juicy Sun-Neptune trine is just the ticket for romance. Couples, you should be booking a foreign trip, the more exotic the better. Single scorpions can find someone new, and this person will probably be quite different than people you dated in the past. It’s all about turning life into an adventure!

"
9 july 2018,scorpio,"You’re about to enter a friendly, open time period in which new people will be flooding into your life. Fun loving Venus is now in your house of friendship, helping you network and make new connections. Don’t be surprised if people are going out of their way to make your acquaintance.

"
10 july 2018,scorpio,"Finally! Jupiter resumes direct motion in Scorpio today. Plans that may have been on hold can now move forward. Truth is, you may be ready to take some risks. Ditch plans and ideas that may been a little bit too safe, and replace them with dreams that are more audacious.

"
11 july 2018,scorpio,"People are more willing to cooperate these days, even some folks that you may have given up hope on. Take this energy and run with it, because the solar eclipse on Friday is in your house of taking chances. You won’t be traveling on your journey all alone–the more the merrier!

"
12 july 2018,scorpio,"With tomorrow’s solar eclipse occurring in the most adventurous part of your chart, chances are you are more than ready to take a few healthy risks. But subterranean Pluto is on the opposite side of the heavens, saying “WTF? Where do you think you’re going so fast?” Since Pluto rules research, the smart Scorpio does their homework before diving into the deep end of the pool.

"
13 july 2018,scorpio,"This is one heck of a week for you, Scorpio. First, Jupiter went direct on Tuesday in your sign, ending log jams in your biggest plans. And today there is a solar eclipse in your freewheeling, adventurous ninth house. If there was ever a time in 2018 to bust out of a rut and take on new challenges, it’s now.

"
14 july 2018,scorpio,"If you need to get on the same page with someone, today is the day to do so. You are playing for keeps, and the people around you need to know that. Yesterday’s solar eclipse is going to take you to to some exciting new territory. Make sure that you’re traveling forward with people who share your vision.

"
15 july 2018,scorpio,"Today the cosmic energy is perfect for tossing aside your responsibilities, and heading off for fun with friends or a lover. Spontaneous Uranus is in a good mood, suggesting that you socialize to your heart’s content. This energy runs all week, by the way. Huh…will any work get done? Who cares.

"
16 july 2018,scorpio,"Find a cause that is close to your heart, and commit yourself to it. Ancient astrologers knew that people have charitable hearts; therefore they devoted an entire sector of a person’s chart to giving. Besides, you’ll end up meeting some new people who share your same generosity of spiritArea

"
17 july 2018,scorpio,"You may have unfinished business to take care of, and if you’re smart you’ll deal with it today. The problem is that the Moon is in a touchy place, making you uninterested in getting down to the nitty-gritty. But the Sun will be entering your house of ambition and success on Sunday, all the more reason to start hustling now!

"
18 july 2018,scorpio,"Things may finally start to make sense, Scorpio. Events over the past few months may have twisted your head around. But a terrific lunar aspect today helps you understand things better.

"
19 july 2018,scorpio,"If anyone tries to hem you in today, you will not be in the mood for it! As a matter of fact, those who are foolish enough to try this will be at the end of your stinging scorpion tail. That’s okay. By tomorrow you will have tamed them into submission.

"
20 july 2018,scorpio,"Feeling lucky? You should be, with inspirational Neptune on fire in your house of creativity and romance. Go after what you want. Chances are excellent you will get it!

"
21 july 2018,scorpio,"This is a great weekend for partying with the tribe, Scorpio! For those of you who are looking for love, hanging out with your friends could be the best way to meet someone new. And if you’re happily attached, it’s time to break out of that couple bubble and have a good time.

"
22 july 2018,scorpio,"The Sun is now in Leo, your tenth house of ambition and success. That said, don’t expect fabulous things to happen overnight! Mercury is scheduled to station retrograde in the same sector this Thursday. So start working on your new plans, but give them plenty of time to gel.

"
23 july 2018,scorpio,"Fear of failure needs to go! The emotional Moon may be making you concerned about stability. But you have what it takes to be happy and successful, so let the fears go and jump into a new way of life.

"
24 july 2018,scorpio,"Try to keep people out of your private affairs, Scorpio. They may mean well, but their advice could be way off this week. Now that the Sun is in the most authoritative part of your chart, you are the expert who knows your life the best.

"
25 july 2018,scorpio,"Think twice before you decide to to challenge someone who is in an authority position. You need to have other people backing you up more than you may realize. This is no time to make enemies. Try to be diplomatic, at least on the surface!

"
26 july 2018,scorpio,"Career plans and other big goals may need to be put on the back burner, now that Mercury is retrograde in your house of ambition. This doesn’t mean that you shouldn’t work on these things. Do some research, think ahead, but don’t forget that you deserve quality time with your family and friends.

"
27 july 2018,scorpio,"A luscious lunar eclipse in your domestic sector could bring about a satisfying situation, something that you’ve been hoping for. It could be finding your dream house, starting a family or meeting the person of your dreams. You may also come to the conclusion that you’ve been putting in way too much time at the office. Take care of yourself and your family first.

"
28 july 2018,scorpio,"From your chart it appears that a friend or loved one may need some help, Scorpio. Today the aspects are perfect for holding a meaningful conversation with them. You may need to come on a teeny bit strong, but it’s necessary to help get them back on the right track.

"
29 july 2018,scorpio,"Don’t be surprised if people are a little bit critical today. They may have your best wishes at heart, even though their words may be a bit harsh. It’s also possible that you may need to come down hard on someone close. If that’s the case, be as direct as possible. Sugarcoating things won’t help them a bit.

"
30 july 2018,scorpio,"It may be on Monday, but it sure is a smart time to have fun! Lucky Jupiter in your sign is winking at the Moon in your frisky fifth house. Go ahead: flirt, go out for dinner, shop and gab with your friends. Why not call out sick while you’re at it?

"
31 july 2018,scorpio,"You are just oozing charm today, thanks to a luscious Moon-Neptune connection! Why not? Somebody’s got to look good and feel good. Naturally, all of this breezy energy is great for romance. Grab your honey and have some fun.

"
1 august 2018,scorpio,"Someone or something could throw you a curveball today, and it could leave you feeling unsettled. Or worse– – you may want to lash out at someone. Don’t go there, as this is a temporary cosmic blip. By Saturday you’ll be feeling on top of the world again, because the moon will be in a much better place.

"
2 august 2018,scorpio,"If you want to be less stressed, you’ve got to get caught up on little things around the house and the office that have been building up. With the Moon in the most efficient part of your chart, it should be easy to dig in and make some progress.

"
3 august 2018,scorpio,"Someone could be critical today, and you could take it to heart. But from your chart it appears that you’re dealing with some people who have big egos! Let them blow all the hot air they want. It’s not worth getting bothered about.

"
4 august 2018,scorpio,"How you get along with others in a deep, committed relationship is going to be a focus point over the next few months. Today a Moon-Uranus aspect could really make you think long and hard about what you’re expecting out of a partnership, be it personal or professional. Should you rely on yourself more? Or should you be more willing to cooperate? You’ll soon find the answers to those questions.

"
5 august 2018,scorpio,"You need to get crystal clear on the direction you’re going to be heading in next. There is a lot at stake right now, and with a solar eclipse arriving soon in your house of success, you have to have a solid idea about what you want to achieve.

"
6 august 2018,scorpio,"Your sign is famous for its ability to pull away from the madding crowd. And now that gentle Venus is in the most secluded part of your chart, you maybe even more interested in some alone time. But that doesn’t mean that you’ll be locked up alone in a garret! Spending some time behind closed doors with a loved one is also in the stars.

"
7 august 2018,scorpio,"A couple of months ago, rebellious Uranus entered your partnership sector. This may have stirred out the desire for more independence within a personal or professional union. Or perhaps you’ve wanted to rewrite the rules of a relationship. Today it goes retrograde, allowing you to do so. All relationships need recalibration from time to time. Now you have the opportunity to do so.

"
9 august 2018,scorpio,"With gentle Venus in your house of fantasy, it may be difficult to separate fact from fiction today. But that’s exactly what you are going to have to do. You’re better off mulling things over rather than speaking your mind, or asking questions. Be observant.The actions of others will speak louder than their words.

"
10 august 2018,scorpio,"Watch that you don’t offend people in positions of power today, Scorpio. With abundant Jupiter in your sign, you may think that you could say or do just about anything. Nope! Diplomacy counts right now. Use it.

"
11 august 2018,scorpio,"Every year each sign gets one new moon in their house of goals and achievements. And yours is today! But this isn’t just any new Moon. It’s a solar eclipse––which means that any endeavors you choose to undertake will be big and bold. Between now and next February you can make incredible headway.

"
12 august 2018,scorpio,"You may be raring to go, thanks to yesterday’s solar eclipse in the most ambitious part of your chart. But you need to cool your jets. That’s because red hot Mars retrogrades back into your house of thinking, speaking and strategizing. Don’t worry, it goes direct on the 27th. You’ll have plenty of time to chase after your dreams.

"
13 august 2018,scorpio,"Things could get a little confusing in a close relationship, especially with a lover or friends. You may discover that your ideas or plans don’t mesh with their’s, at least not right now. But this doesn’t mean that things are going to fall apart. It just means that you need to have an open discussion about where things are going.

"
14 august 2018,scorpio,"You may not be in the mood for pushing too hard today, and that’s fine. Chances are you just want to sit at home with a good book and a glass of wine. That’s because the Moon and Venus are both occupying the most secluded, restful part of your chart. Find some time to just chill out.

"
15 august 2018,scorpio,"Someone may try to push your buttons today, and it will be easy to react emotionally. The Moon is in the most sensitive part of your chart. This is one of these situations where you can choose to walk away or choose to get angry. By Friday La Luna is in your sign, and you won’t even care about what was going on today. Is it worth it?

"
16 august 2018,scorpio,"You may feel as though you are in an unfair situation, and in reality that may be the case. But what goes around comes around, and by tomorrow the cosmic skies have cleared. Add on Sunday Mercury goes direct in the most authoritative, success driven part of your chart.

"
17 august 2018,scorpio,"Yeah, baby! Abundant Jupiter is rocking and rolling in your sign today. You can wish upon a star if you choose. But you could also make a big ask of someone who could help you. Whatever you do, don’t hold back.

"
18 august 2018,scorpio,"You may have more support than you realize, Scorpio. It appears that someone has your back, even though you may not be completely aware of that. And on a romantic level, someone maybe crushing on you!

"
19 august 2018,scorpio,"Your career and other big goals will start to develop momentum this week, Scorpio. That’s because Mercury goes direct today in your house of achievement and success. But don’t try to do everything by yourself. Once the Sun enters your house of teamwork and networking on Thursday, you should align yourself with people who are movers and shakers.

"
20 august 2018,scorpio,"Now that Mercury is direct in your career sector, you can make a lot of progress. A super Jupiter-Neptune aspect is just the ticket for letting your creativity rip. If you feel that you need to develop your talent base, then sign up for a class or webinar series that will help you become more competitive in the job market.

"
21 august 2018,scorpio,"Say what you mean and mean what you say! Your words carry power and conviction today. As a result, this is an excellent time for getting your point across. Whether it’s your lover, your kids, a business connection or a family member, say what you’ve gotta say.

"
22 august 2018,scorpio,"Don’t get pushy! A strong Pluto aspect could make you a little bit overbearing, so watch your words. But hey, if someone needs to hear the truth loud and clear, then let them have it.

"
23 august 2018,scorpio,"It’s time to team up with people who reflect your dreams and values. The Sun is now in Virgo, your eleventh house of networking and friendship. This coming weekend has some fabulous aspects for coming in contact with new people and those whom you already know. A friend could introduce you to a lover or tip you off about a job. Whatever you do, don’t stay home!

"
24 august 2018,scorpio,"You could get quite mouthy today, which could be a good thing….or a bad thing! Brazen Mars is acting up in your communication sector, prompting you to express yourself: verbally, in writing or even through the arts. As a result, use care when it comes to self expression. You need to impress people and get along with them, not make enemies.

"
25 august 2018,scorpio,"You’re in an incredibly strategic spot right now, especially when it comes to meeting the “right people”….whatever that means to you! You could bump into your future spouse, join a volunteer group for a cause that’s close to your heart, or connect with industry people who can help take your career to the next level. The energy is good all weekend and into next week too.

"
26 august 2018,scorpio,"Full moons are famous for shining a high watt spotlight on a particular area of your life, and tonight’s lunation occurs in your house of romance and creativity. A tense Venus-Pluto square indicates that you need to be crystal clear about where people are coming from, whether it’s a lover or someone involved in a work project. Demand answers.

"
27 august 2018,scorpio,"Getting your point across becomes a heck of a lot easier now that Mars is moving direct in your house of communication. Business deals may have been held up, along with discussions involving loved ones. Co-workers may have had their heads stuck in the sand and you may have been at a loss to figure out your next move. It’s all over now, so start telling people what they need to do….and what you want!

"
28 august 2018,scorpio,"With happy-go-lucky Jupiter in your sign, you should be feeling pretty good about the world. But a Mercury-Jupiter square indicates that someone around you could be cranky, to the point of being critical. Honey, that’s their sh**. Don’t let it become yours.

"
29 august 2018,scorpio,"The magic is in the message! If you need to get a point across–to your kids, customers, lover, colleagues or followers–then adjust the way you communicate with them. Clever Pluto is well aspected to help you take control of the message you’re putting out there. Anyone who’s promoting a brand or creative idea will benefit form this as well.

"
30 august 2018,scorpio,"Venus is gliding through your house of fantasy and the subconscious mind. This isn’t a problem if it results in a few daydreams here and there, but it is an issue if you are veering off into rainbows-and-unicorns land. Try to keep things real.

"
31 august 2018,scorpio,"It’s one thing to be assertive and another to be aggressive. With volatile Uranus active in your chart, you run the risk of mowing people over with too much attitude or demands. Take a few steps back and remember to be polite!

"
1 september 2018,scorpio,"Someone or something could set you off today, but think twice before you go down the warpath. You may need certain people more than you care to admit. Don’t alienate anyone whose assistance you might need down the road.

"
2 september 2018,scorpio,"It appears that you’ve managed to impress people in positions of authority. The question is—do you really care? From your chart it appears that you may be more interested in doing your own thing. The good news is that you have the ability to impress a multitude of people, and in doing so you can move along your path much faster.

"
3 september 2018,scorpio,"Confidentiality counts for a lot these days. Whether you’re entrusted with a secret, or have some of your own, keep intel to yourself. You’re about to enter a highly social period. Don’t trust everyone you meet.

"
