,Date,Sign,Text
7376,6 june 2017,cancer,"A sweet, social season lies ahead now that charismatic Venus is in your house of camaraderie. This is no time to mope at home, singles, as getting out there and networking is the best way to find new love. Even couples will enjoy partying with a group rather than spending a lot of time alone with each other. Regardless of your relationship status, the next three weeks are super for getting involved in volunteer and charitable activities.

"
7377,7 june 2017,cancer,"You’re in a “wrapping up” mode this week, thanks to Friday’s full moon arriving in your house of efficiency and getting things done. And today Mercury slides into your quiet and confidential twelfth house, an excellent aspect for creative thinking, finishing tasks and reflecting upon the next step. With your birthday season officially kicking off on the 21st it’s smart to clear your desk and your mind of clutter.

"
7378,8 june 2017,cancer,"Your sign is known for its love of the comforts of home, so it’s not surprising that decorating your nest is important to you. A happy Jupiter-Neptune aspect urges you to dig in and start creating the place of your dreams. This also applies to your outdoor environment, so head to the garden and start digging. Neptune is the planet of inspiration—let it flow!

"
7379,9 june 2017,cancer,"Are you one of those people who thinks that in order to get things done right, you have to do it yourself? Maybe not, Cancer! A sparkling full moon in your efficiency sector recommends that you loosen your grip a bit and delegate. This is a great time to review your routines to determine where you can cut back on your personal workload. This goes for home as well as the office. Would it really kill your spouse or child to push a vacuum around the house? Is it necessary to be the office mule, taking on assignment after assignment? Set some boundaries and stick to them.

"
7380,10 june 2017,cancer,"Aaahhhh. Tension lifts as sweet Jupiter resumes direct motion in your house of home and family. People may actually start cooperating with each other. An ex may finally leave you alone. Your parents find someone else’s life to butt into. The mortgage gets approved. You find a better place to live. Cleaning out the closets and getting organized somehow seems less daunting. The bottom line: more peace of mind.

"
7381,11 june 2017,cancer,"Got the urge to purge? A sudden desire to get organized and feel on top of things could hit you today. Don’t be surprised, then, if you’re emptying out junk drawers or your e-mail account. But this also applies to fitness, so get thee to the jogging trail.

"
7382,12 june 2017,cancer,"Keeping information to yourself is critical this week, so choose your confidantes wisely. It’s a smart time to do work behind the scenes too, without a lot of fanfare. An intelligent Mercury-Jupiter trine today allows you to pursue avenues that will make for a happier and more secure home life. So—look for a new place to live, talk to an assisted living place about possibly taking in your parents, consult an attorney about the back child support your ex owes you. If a new job would make you feel more at ease, start looking.

"
7383,14 june 2017,cancer,"You’re a go-getter, Cancer, and today you’ll be motivated to plow though your chores at home and the office. Just don’t find yourself in a situation in which you’re doing all of the grunt work. While you may feel better about yourself for being on task and helpful to others, the people in your world may be more than happy to take advantage of your good nature.

"
7384,15 june 2017,cancer,"It appears from your chart that your daily routine needs a lot more structure. Whether it’s your workout regimen, getting the kids off to school or finishing tasks at the office, too many loose ends and inefficient rituals are going to trip you up. If you need to let go of certain commitments, do so, and delegate to other people if you can.

"
7385,16 june 2017,cancer,"Rome wasn’t built in a day, Cancer, and now that Neptune is retrograde in your house of big thinking, you’ll have to slow your roll. But this isn’t a bad thing. A grand plan needs careful execution; otherwise, it’s just a super idea. Lots of people talk the talk but they don’t want to get their hands dirty with the grunt work. Now’s the time to focus on the details and craft a strategy.

"
7386,17 june 2017,cancer,"Just how much adventure or risk do you want to take in love, Cancer? These days finding a keeper who’s a stable partner is looking far more palatable than hooking up with an exciting but inconsistent lover. And if you’re already attached, Neptune’s recent retro turn will encourage you to dial down the drama in your union.

"
7387,18 june 2017,cancer,"You may have a rather quick change of heart when it comes to an aspiration or dream that has meant a lot to you. This doesn’t mean that you’re going to chuck it; rather, you may refine it to make it even juicier! Your birthday season is about to begin, and next Saturday the annual new moon occurs in Cancer. That’s the time to launch new endeavors.

"
7388,19 june 2017,cancer,"You may feel that you know what’s best for other people in your personal or business life, but trying telling them that. Others may be operating with their own weird “logic” that makes no sense, but what can you do? Sometimes you just have to let folks make their own mistakes so that they can learn from experience.

"
7389,20 june 2017,cancer,"Your official birthday season begins tomorrow, Cancer, and the cosmos has an early gift for you: a hush-hush meeting between Mercury and Uranus. These are the two planets of genius and strategizing, and they are holding a conversation about your career prospects. So reach out to prospective employers, research an idea for a business you could start, snoop the competition or consider entering a new field. The next four weeks are awesome for gaining momentum.

"
7390,21 june 2017,cancer,"Oh, yeah! Happy birthday to YOU, Cancer. The cosmos has a sweet surprise for you: both the Sun and chatty Mercury enter your sign today. They stroll arm-in-arm into Cancer, helping you dazzle others with your magnetism. This should be a far more social birthday season than years past thanks to the chatty messenger planet in a party mood. Book those mimosa-filled brunches now.

"
7391,22 june 2017,cancer,"Your birthday season is here and to thine own self be true. Over the next week or so you’ll start initiating new projects and ideas that mean a lot to you. However, there could be some naysayers close by, people who may put up resistance to your efforts. Put them in their places if need be.

"
7392,23 june 2017,cancer,"With so much planetary activity now occurring your sign, you would be forgiven for feeling confused about which direction to head in. People around you may have advice but the best kind of wisdom comes from within. With the Moon forming positive angles with the Sun and Mercury, you’re coming from a rational place. Trust your judgment.

"
7393,24 june 2017,cancer,"Hey there, hot stuff! Your birthday season kicks off nicely with a new moon in your sign. This is the cosmos’s annual gift to you, a lunation that enables you to pursue your heart’s desire. There’s a strong networking vibe in the air, so don’t try to go it all alone. The people you know (and the ones you haven’t met yet) will play an instrumental role in your success over the next year, so get out there and mingle.

"
7394,25 june 2017,cancer,"You’re more than ready to bust out of an old groove, thanks to hosting three planets in your sign and a recent new moon there as well. But family issues may be holding you back, or people who are stirring up dramas in an attempt to get attention. Well Cancer, you can’t put out those fires and at the same time take care of you. This is now your  time.

"
7395,26 june 2017,cancer,"Your birthday season takes flight with a soaring Mars-Neptune aspect. The watery planet is in your house of philosophy and it encourages you to change your viewpoint–about love, your talents, the kind of work you do and the kind of life you want to live. Pick up a biography about someone who dared to walk to the beat of their own drum, or watch an inspirational movie. Then crib some tactics!

"
7396,26 june 2016,cancer,"Big doings today in the cosmos as two of the most powerful heavy hitters form a magnificent angle. Jupiter and Pluto are trining each other, a superb aspect for Cancers who are climbing that ladder. Now and over the next few days is the perfect time to make contacts with people who can help your ascent. A partnership or alliance is beneficial now, and it may be something that you’d never considered before. This is Mercury’s last day in your confidentiality sector, so you won’t have to keep things quiet for long! Your intuition should be on point and will guide you along the path ahead.

"
7397,27 june 2017,cancer,"You can’t please everyone, so you have to please yourself. And that won’t be too hard this week as a bevy of planets in your sign are encouraging you to let your freak flag fly! Eventually the people around you will catch up to you and realize that you’re on the right track. Eventually.

"
7398,27 june 2016,cancer,"As Mars bolts back into direct motion, creative projects that have been on the back burner (or under review) can now move forward. It’s a great time to self-promote, as chatty little Mercury zips into your house of self-image. The messenger planet also happens to be the planet of negotiation, sharpening your wits and smoothing your words. Oh, and romance happens to be in the same house as creativity—so your love life should get a boost too!

"
7399,28 june 2017,cancer,"“Discipline” is a dirty or unpleasant word to a lot of people as it conjures up images of kale salads and long hours in a cubicle. But you won’t need discipline to make things happen; all you need is the planet Mars, the ultimate momentum machine of the solar system. Today the red planet meets up with smart little Mercury, lighting a fire under your tush to start taking action on whatever birthday goal you want to achieve.

"
7400,28 june 2016,cancer,"A business relationship needs to be realigned, and the key is communication. Your business connections are of paramount importance now and in the near future–make sure that everyone is on the same page before moving forward.

"
7401,29 june 2017,cancer,"It shouldn’t be surprising that you’re primarily focused on your own desires right now, thanks to a bevy of planets in Cancer. But as it so often happens in life, once we start to travel down a different path—and certain people begin to notice it—they try to stymie our progress. Tough guy Pluto may bring out the annoying side of these people, who could be critical or uncooperative. Ignore them and soldier on.

"
7402,29 june 2016,cancer,"An unexpected development may arise today as someone may suggest joining forces for the betterment of both of your careers. Or perhaps it’s you with the bright idea to team up with or retain an expert who will help further your ambitions! With the recent full moon in your house of work assignments, it’s not surprising. Your hard work may have caught the eye of movers and shakers.

"
7403,30 june 2017,cancer,"Who’s wearing the pants at home? It’s a recurring theme over the next week or so, Cancer. Don’t just think that a spouse or parent is getting too bossy–it could also be a kid, roommate, ex-spouse, landlord or relative (who doesn’t even live under your roof). You’ll need to create boundaries, or risk getting run over.

"
7404,30 june 2016,cancer,"Look out for #1! That phrase often has negative connotations, drumming up images of selfish, greedy selfie-taking narcissists. But in reality, there are times when you simply must put your needs before those of others, and now is one of those times. This is especially true when it comes to romance. By the way, don’t expect the SO to be happy about you needing more space–and more of a voice. Pluto in your house of commitment indicates that a partner may be (too much) in charge.

"
7405,1 july 2017,cancer,"Travel and vacation plans may require some adjustments in the weeks ahead. From your chart it appears that matters at home need to be addressed before you can charge off into the wild blue yonder. Wednesday the 5th is a super time to figure it all out.

"
7406,1 july 2016,cancer,"It’s your time to shine! Magnetic Venus is in Cancer, your house of self-image. It’s also the place that deals with kicking off important new cycles and going after your passions. With Venus forming a marvelous aspect to Jupiter, your thinking will become more nimble, your judgment more astute and your willingness to take a chance increase.

"
7407,2 july 2017,cancer,"There is no room for drama today with a partner, whether it’s a lover or a business alliance. A harsh Mars-Pluto opposition could find you on either sides of an issue and things could get heated. A full moon occurs next Saturday in your commitment sector, so try to work things out as the full moon will demand closure.

"
7408,3 july 2017,cancer,"Ready to take a chance in love? From your chart it sure looks that way. With a full moon arriving in your commitment sector this coming weekend, you’re either going to take things to a higher level with your amour, or….you just might cut bait and move upstream. If that’s the case, why not start “shopping” now?

"
7409,3 july 2016,cancer,"Start setting intentions for what you’d like to see in your life, Cancer! Tomorrow the cosmos delivers its annual birthday gift to you, a new moon in your first house. Neptune is in your corner today, adding a touch of glamour, intrigue and optimism to the proceedings. Enjoy!

"
7410,4 july 2017,cancer,"An amazing healing time begins as golden girl Venus soothes your tired mind and soul. The planet of ease and comfort has just glided into your psychological sector, the place where we hold fears, resentment, and bad habits. What this means is that changing unpleasant thought patterns can actually be easier and faster than expected. And this includes anger at an ex, or carrying a torch for someone who isn’t worth it!

"
7411,4 july 2016,cancer,"The cosmos delivers a sweet birthday gift in your lap, and it’s the annual new moon in Cancer. You can use this terrific lunation in just about any way you want. Neptune is pushing you to live more authentically and with greater creativity, but Saturn urges you to be practical and to develop a good routine.

"
7412,5 july 2017,cancer,"What happens over the next 48 hours will remind you that you’re in charge of where your life is heading. Others may think that they have a say-so, but at the end of the day it all comes down to you. Remember that over the weekend when the full moon occurs in your house of compromising!

"
7413,5 july 2016,cancer,"How high can you fly? A magnificent trine between Mercury and Neptune tells you to go for it—whatever “it” is! Your planetary aspects for growth are phenomenal. Don’t worry, with Saturn in your efficiency sector, you’ll be approaching your dreams in a practical manner.

"
7414,6 july 2017,cancer,"Just how much are you going to have to sacrifice your own needs in order to keep the peace? You may be reaching your limit with this. Unfortunately, if you don’t speak up others may think that you’re perfectly OK with the status quo. Either that, or you like being a martyr.

"
7415,6 july 2016,cancer,"Step into the spotlight, Cancer! Planetary aspects are pushing you out of the shadows and into a position of power. As Mercury glides in front of the Sun, your ability to impress others and kick off new plans is off the charts. A romantic or business partner may not be on the same page as you right away, but that will change.

"
7416,7 july 2017,cancer,"No monsters under the bed for you, Cancer! Nor in the dark recesses of your mind. A super Mercury-Venus aspect provides you with the logic to examine your fears or worries and recognize them for what they are–inconsequential.

"
7417,7 july 2016,cancer,"With the Sun, Mercury and Venus all in Cancer, you should be raring to go. There’s nothing that’s going to hold you back…or is there? A tough opposition today indicates that a partner may not be supportive of your plans. There could be anything from silence to passive-aggressive behavior to an outburst, but keep your head up. Friday gives you the opportunity to talk things over.

"
7418,8 july 2017,cancer,"A tense Mars-Pluto aspect about a week ago may have created friction in romance, and things could come to a head tonight at the Capricorn full moon. However, Saturn–planet of maturity–is in a good angle, creating a practical vibe. And amorous Neptune suggests that you stop nitpicking and take a longer view. A lot of you will tie the knot under this lunation–once you get everything ironed out, that is!

"
7419,8 july 2016,cancer,"If you have a vision, share it. A marvelous Mercury-Jupiter meet up indicates that you are in a prime position for pitching ideas, impressing people, instructing them and letting them know how you feel. This holds true for business contacts as well as personal ones. The energy keeps rolling all weekend, straight into Monday.

"
7420,9 july 2017,cancer,"Emotions could be building up inside that need to be released, but it needs to be done constructively. This could be true at home and at the office. Key clients and bosses may not be easy to deal with in July, so don’t be too thin skinned. Once Mars and the Sun move into Leo on the 20th and 22nd, your self-esteem will rise.

"
7421,9 july 2016,cancer,"Sometimes the planets warn to keep your lips zipped, other times they tell you to let it all out. Today is a perfect time to vent, share, laugh, negotiate and comment. Have no fear, there is no aggression here! Just a happy meet up between the emotional Moon and optimistic Jupiter, telling you to speak your mind.

"
7422,10 july 2017,cancer,"It’s high time that you stand up for yourself, even if the other party doesn’t like it. This could be a romantic partner, an ex or a business contact, but if anyone else in your world has their bossy pants on, smack ’em down. This energy has been building for awhile and could show up again on the 17th and 20th. All the more reason to take care of it now.

"
7423,10 july 2016,cancer,"With the fiery Sun and outgoing Mercury in your house of self-esteem and charisma, you’re the person to watch these days, Cancer! You might want to put that charm to good use today, as there are two fabulous aspects that will help you draw closer to a lover. And yes, single people, I’m talking to you too. Artistic crabs should use the energy on tap to promote their talents, as you stand a good chance of scoring a deal.

"
7424,11 july 2017,cancer,"Your family, home and personal lives need some attention, Cancer, so don’t feel guilty about blocking out time for them. This may mean that other obligations have to be put on hold for a bit, but so be it. When the Moon enters Pisces this coming weekend you can go back to socializing with your friends.

"
7425,11 july 2016,cancer,"Tiptoe around power brokers, oh crabby one, because a tense square could put you in their crosshairs. Whether it’s your biggest client, the boss, a judge, or a radar-wielding police officer, you don’t want to ruffle any feathers. Criticism may be dished out, but just take it with a stiff upper lip and move on. Mercury and Venus are scheduled to roll into your income sector this week, so take comfort that a little more green could be lining your wallet.

"
7426,12 july 2017,cancer,"Fresh ideas could pop into your head, and you would be wise to consider them. With the Moon in the most forward-thinking part of your chart, you will be willing to take a chance–to go out with that new guy, finally sit down and write the book, or plan an epic voyage around the world to parts unknown.

"
7427,12 july 2016,cancer,"Prosperity is within reach, Cancer, and the good vibes start today as profitable Venus heads into your income sector. It’s not enough to have the skills, talent and a polished resume—you also have to look the part. Venus is all about appearance, so make sure your hair is well styled, your grooming is perfect and your wardrobe is spiffy enough to impress head honchos.

"
7428,13 july 2017,cancer,"Being outspoken can sometimes be a curse, other times a blessing. And today it’s the latter! Don’t hold back, as people need to hear what you have to say. Maybe it’s, “I love you.” Maybe it’s a cutting edge idea that can turn a project (or the company) around. Perhaps it’s a blog post or a compliment with just the right inspirational words that someone will greatly appreciate.

"
7429,13 july 2016,cancer,"They say that money talks, and of all the signs of the zodiac, this applies to you! Mercury, the planet of commerce and negotiation, has entered your income sector where it will remain for several weeks. The time is ripe for reaching out to contacts, making presentations, interviewing for a new position or creating new lines of products and services. With Venus in the same part of the sky the profit potential is fabulous.

"
7430,14 july 2017,cancer,"If you have been avoiding facing up to certain issues, today’s cosmic energy brings the chance to handle them with ease–and practicality. A productive Mercury-Jupiter aspect boosts your self-esteem and provides solutions too.

"
7431,15 july 2017,cancer,"“Hell, yeah….I can do  this!”  That’s your motto o’ the day, Cancer, as the Moon glides through the most optimistic part of your chart. Don’t be surprised if you suddenly decide to head off in a brand new direction that you hadn’t considered before or were too nervous to try.

"
7432,15 july 2016,cancer,"Something will happen today that will streamline your life for years to come. Maybe it’s the decision to cut back on activities that are overloading your schedule; perhaps you cancel your gym membership (the one you never use) and get more done by working out at home. The key to rocking today’s energy is to look at your chores, routine and schedule and start snipping away at the tasks that aren’t serving you well.

"
7433,16 july 2017,cancer,"With so much recent planetary activity pushing you forward, encouraging you to step into your own power, you could be receiving flak from others–who may sense the change in you. This vibe isn’t going away anytime soon, so get used to smiling at them diplomatically–and then doing what suits you regardless.

"
7434,16 july 2016,cancer,"The Sun in Cancer is placing your needs and goals in the spotlight, and it would be wise to give them some thought before El Sol moves into Leo next Friday. A tense Uranus-Sun square could find you getting fed up with a boss or a client and ready to make some changes. Fortunately, a confident and decisive meeting between Venus and Mercury will help you brainstorm your next move. They are in your income sector, so start thinking about ways to increase your earnings.

"
7435,17 july 2017,cancer,"You don’t have enough facts to move forward with a particular plan or goal, so slow down and retrench. The harder you push the more resistance you’ll experience. Once the Sun enters Leo later this week clarity will arrive.

"
7436,17 july 2016,cancer,"Thinking about cementing a bond with someone? La Luna enters your partnership sector today, culminating in a full moon event on Tuesday. Serious relationships are what it’s all about, be they about romance or your livelihood. It’s time to get off the fence and move forward, and that applies to all Cancers. Singles have an awesome opportunity to meet a keeper over the next six months. Business people will find that they can make more progress by working as a team, rather than going solo. Consider your options.

"
7437,18 july 2017,cancer,"This is one of the most romantic days of the month thanks to amorous Venus in a superb aspect with abundant Jupiter. But in your case, it’s not about grand gestures, i.e. the big date at the expensive, buzzy restaurant. No, this is more about staying at home with a bottle of wine and really getting to know your partner.

"
7438,18 july 2016,cancer,"The nature of a partnership may be changing, Cancer, and this is a good thing. Planetary influences indicate that trying to do things the same old way just isn’t working anymore. It’s time to hit the “refresh” button on your alliance, whether it’s a personal one or business. If the refresh button doesn’t work but the system crashes, it may be time to move on.

"
7439,19 july 2017,cancer,"Getting everyone on board to achieve a task becomes easier with a productive Mercury-Saturn trine. And this will also help build your personal resolve to develop better habits and routines. The best way to go about this is to put everything in writing (Mercury insists!) so that there is no mistaking what needs to be done next.

"
7440,19 july 2016,cancer,"The last six months have been bringing relationship matters to a head, and today’s full moon in your partnership sector could find you on the verge of a major decision. Some Cancers will tie the knot, others will part ways with a lover who hasn’t fulfilled their end of the romance. The good news is that a positive Mercury-Saturn angle could bring in a new flame who’s more of a team player for you singles out there. Committed Cancers are entering a period of greater security and financial stability.

"
7441,20 july 2017,cancer,"It may be summertime north of the equator, Cancer, but it’s time to buckle down and analyze your finances instead of playing in the Sun. That’s because energetic Mars enters your income sector today, to be followed by the Sun on Saturday. This is one of the most auspicious times in years to boost your earnings; don’t waste it.

"
7442,20 july 2016,cancer,"With make-things-easy Venus in your income sector, you should be actively looking for new ways to bring in cash. Whether it’s more clients, a new gig or starting your own business, current planetary aspects are excellent for pulling in sources of money that will be with you for years ahead. Stable Saturn is in your house of work assignments, aiming to help you build a strong financial base.

"
7443,21 july 2017,cancer,"This is no time to tell someone to stick it where the sun don’t shine, no matter how badly they might deserve it! There have been some button-pushers in your life as of late, and they’re still at it today with a Sun-Uranus smackdown. Let it pass. Once the Sun enters Leo tomorrow you’ll start feeling a lot more in control.

"
7444,21 july 2016,cancer,"With the Sun entering your income sector tomorrow, you have four weeks in which you can make progress. Make haste, however. Unpredictable Uranus is scheduled to go retrograde on the 29th, making it difficult to pin down new clients, bosses and other authority figures. Today is strong for negotiating terms with business associates, things that will bring more security to your bottom line.

"
7445,22 july 2017,cancer,"Don’t be crabby because the Sun has left your sign. Yeah, the birthday party is over, but now El Sol is in your house of making mo’ money and experiencing greater self esteem. If boundaries need to be set with people around you, do so. And while you’re at it, develop better habits and hold yourself to a higher standard too.

"
7446,22 july 2016,cancer,"Yessss! The Sun is now in Leo, your make mo’ money sector. It joins intelligent Mercury and profitable Venus, so between these three you should be able to self-promote successfully. Ask for the order or raise, close the deals, drum up new sources of income. The new moon on August 2nd opens up a six-month cycle of growth. Start planning now.

"
7447,23 july 2017,cancer,"The new moon in Leo lights a fire under you to get organized and make more money. But you’re going to have to tap dance your way around bosses, key clients, hot prospects or authority figures as unpredictable Uranus could make them hard to read. The good news is that your intuition is sharp these days, thanks to Venus, so use that to your advantage.

"
7448,23 july 2016,cancer,"Oh, the places you’ll go! Dr. Seuss knew what he was talking about, Cancer. Innovative Neptune is helping you see possibilities that you may have overlooked before in all areas of your life. But with the fiery Sun charging through your house of income, you may want to focus first on increasing your earnings. Wednesday is super for showcasing your talent to authority figures.

"
7449,24 july 2017,cancer,"Lots of progress can be made at the office or at home, but you’re the one who’s going to have to be at the helm. Someone close by may be playing a passive-aggressive game, pretending to be helping when they’re really not interested in being a team player. If things need to be done, you may have to do them yourself.

"
7450,24 july 2016,cancer,"Sometimes you just gotta show everyone who’s the boss, and surprise, surprise….it’s you. Take control of matters in your life that have been festering or at a standstill for way too long. When Uranus goes retrograde this coming Friday, decision makers around you may falter. It’s time for you to step up to the plate, otherwise you’ll be waiting even longer for issues to be resolved.

"
7451,25 july 2017,cancer,"Money talks, and your ability to earn more can skyrocket now that shrewd Mercury is in your communication sector. The next four weeks are superb for landing a higher paying job or building new revenue streams. But if you want to see more green, you’re going to have to self promote.

"
7452,25 july 2016,cancer,"Two heads are often better than one, but today you would be wise to listen to your own counsel. A Moon-Pluto square will pit your ideas against a partner’s, whether it’s in romance or business. Your thoughts have merit–it may be best to keep them to yourself for now. When the Moon moves into Taurus tomorrow you can start to turn them into reality.

"
7453,26 july 2017,cancer,"Nothing, and I mean nothing, is going to stop you from making progress with your financial goals. The two most energetic and motivated orbs in the solar system, Mars and the Sun, meet up in the heavens, pushing you to pull in more dinero. When Venus enters Cancer next Monday you’ll be able to charm the birds from the trees…so work it!

"
7454,26 july 2016,cancer,"A promising relationship could move forward in the near future as the Moon enters your house of camaraderie. Whether it’s a business connection or a budding new friendship, try to make plans with folks who can end up being a big part of your future. Oh, did I forget to mention that that includes love?

"
7455,27 july 2017,cancer,"Emotional issues at home or with the family can be addressed over the next 48 hours, and it looks like you’re the one who’s going to have to bring them up. It seems that people ned to understand what rules and consequences are. Start drumming this into their brains now, as the August 21st eclipse will be all about new routines.

"
7456,27 july 2016,cancer,"It pays to be frank and upfront today, literally! Ask for the order, the raise, the new job. Talk about your skills openly and with pride. People in decision making capabilities will be listening.

"
7457,28 july 2017,cancer,"Judging other people is a part of the human experience, but today’s pleasant cosmic energy tells you to let it go–and just focus on making yourself happy. The ancient Taoists believed that our body and minds are like a temple: they need to remain pure, uncluttered and serene. Go within.

"
7458,28 july 2016,cancer,"There could be a difference of opinion between you and someone close, most likely a friend or lover. The Moon in Taurus is pitting your ideas and plans against their’s, but this isn’t a deal breaker. With intelligent Mercury in your communication sector you can talk things over and come up with a solution.

"
7459,29 july 2017,cancer,"You may feel like biting someone’s head off and they may well deserve it, but the planets warn to keep your cool. Once sweet talking Venus enters your sign on Monday you’ll be able to charm your way into making matters improve.

"
7460,29 july 2016,cancer,"S-l-o-w  m-o. That’s the gear your career may feel like it’s in over the next few months as Uranus retrogrades in this part of your chart. Decision makers may be difficult to reach or pin down. But this period can be beneficial, as it gives you the opportunity to sit back and analyze your strategy. If you rely heavily upon technology for your line of work, it may be time for an upgrade or some classes as Uranus rules the digital world.

"
7461,30 july 2017,cancer,"Sometimes the best way to ooze charisma and sex appeal is to keep things covered up and low key. Let the trashy Real Housewives put all the “merchandise” on display! Your best bet is to keep it classy and mysterious with alluring Venus in your secluded twefth house.

"
7462,30 july 2016,cancer,"Lucky you–Mercury, that energetic little planet known for its gift of gab–has just entered your communication sector! Hustle, Cancer, because it’s going to go retrograde exactly one month from today. Polish up proposals and resumes, finish your thesis, work on ad and marketing campaigns, and get that book started. Reach out to people too, whether it’s the local mom’s network to arrange play dates for the kids or the neighborhood block association. Socialize, network and multitask.

"
7463,31 july 2017,cancer,"All eyes are on you now that magnetic Venus is in your sign! And with so much planetary activity in your houses of earning an income and meeting new people, you’re in an awesome position to boost your finances while you connect (and party!) with others.

"
7464,31 july 2016,cancer,"You’re making some big plans for the future, Cancer. Whether you’re writing a screenplay, starting an online presence, or getting ready to trek through Africa, nothing is going to hold you back. So you might want to tell that to your partner, who seems to be copping a bit of an attitude these days. This could be a spouse, SO, business alliance or even an ex. If you stand on the railroad tracks, chances are you’re gonna get run over.

"
7465,1 august 2017,cancer,"Tossing out old routines and replacing them with smoother, even healthier ones is the name of the game now that Venus is in your house of efficiency and vitality. It’s interesting that the ancients placed both of these in the same sector–they knew that feeling vibrant is a result of good habits. Besides, the better systems you have in place at work and at home, the less stressed you’ll feel.

"
7466,1 august 2016,cancer,"A powerful Sun-Saturn aspect opens your eyes to a project or idea that may be worth pursuing. Your ambition is running high, so it’s not surprising that you’re spotting opportunities all around you. With long-term Saturn involved, whatever you undertake could prove to be a winner, provided you focus first on the details.

"
7467,2 august 2016,cancer,"Get ready to move mountains! But don’t burn out in the process. Energetic Mars barrels into your efficiency zone today, sparking your desire to cut through delays and get things done more productively. And profitably, too, as a new moon also occurs in your income sector. New sources of cash could come your way. Just watch out for the tendency to work 14 hour days.

"
7468,3 august 2017,cancer,"Don’t count your chickens before they hatch, Cancer! Erratic Uranus retrogrades for five months in your house of big dreams and goals, creating a one-step-forward, two-steps-back kind of a vibe. That said, you can still make a lot of progress–just give things plenty of time to gel.

"
7469,3 august 2016,cancer,"Who’s the boss? A strong beam from energetic Uranus tells you to seize the reins today, as a situation needs your firm hand to guide it. You may need to set rules, protocols and boundaries for the people in your home and work circles, but so be it. The cosmos is pushing you to excel, and to achieve your ambitions. Success can’t be built on a flimsy foundation.

"
7470,4 august 2017,cancer,"I’ll be honest—trying to win a family argument or romantic dispute will be damn difficult today, Cancer! Someone may be determined to do things their way, and the problem is that you may be tempted to let them make their own choices. Chances are they’ll make the wrong ones, but try telling them that. Wait until the full moon on the 7th to put an end to the nonsense.

"
7471,4 august 2016,cancer,"Sweet talking Venus is getting ready to glide into your communications sector, enabling you to become both persuasive and eloquent. And you’re going to need her help. Some tough aspects indicate that others around you, particularly co-workers and clients, are not open to fresh new ideas and are digging in their heels. When Saturn goes direct on the 13th, things will ease up. Until then, let the honey flow from your lips–even if it kills you!

"
7472,5 august 2017,cancer,"Breaking the rules is one of those things that often sounds delicious but carries way too much risk. Luckily, you now have the opportunity to shake things up a little bit without going off the deep end. Take that chance!

"
7473,5 august 2016,cancer,"Stern Saturn has been retrograde for months in your work sector, which may have brought about issues with slacking co-workers, unreliable employees or flaky clients. Red tape may have been thick and you’ve been banging your head against a wall dealing with inefficient protocols. But Venus comes to your rescue today, entering your communications sector. So while the slackers and red tape may still be there, your ability to work around it soars.

"
7474,6 august 2017,cancer,"Who’s the boss at your residence, or within your family unit? Today’s the kind of day when you may realize that trying to play nice and be a “team member” just ain’t working. So if you need to take a stand and put people in their places—so be it!

"
7475,6 august 2016,cancer,"Standoff! Mars and Venus are a tad annoyed with each other today, courtesy of a square between them. Squares indicate that something needs to be worked out, and the matter at hand is: who’s in charge? Yup, aggressive Mars has its bossy pants on while Venus is trying to make nice. This energy could crop up anywhere–at the office, in a romantic relationship or a in a family dynamic. There’s no honor in being a doormat, no glory in being a tyrant.

"
7476,7 august 2017,cancer,"Ready to see more cash in your bank account? Yeah, I thought so. Lucky for you, tonight’s lunar eclipse in Aquarius can help you wrap up financial negotiations, a real estate deal, windfall, inheritance or court award. And if you’re not involved in any of these matters, you’re still in a good spot as this is the house of making smart investment decisions and developing new passive income streams.

"
7477,7 august 2016,cancer,"KISS. Keep it simple, sweetheart. That’s the motto for today as an opposition between chatty Mercury and confusing Neptune takes place in the heavens. You certainly have the gift of gab these days, thanks to some positive planetary action in your communications sector, but others might not get what you’re saying. By the end of the week things should turn around. But pay attention to those people around you who do  get it and are pretending that they don’t.

"
7478,8 august 2016,cancer,"You can’t embark on a journey unless you’re willing to set sail and leave the shore. Watery Neptune is encouraging you to chart a course and let the wind carry you into a new future, but practical considerations and fears may be getting in the way. Chiron, the wounded healer, is active today, helping you get to the root of your concerns.

"
7479,9 august 2017,cancer,"Money matters require a firm hand these days, and you may find that getting advice from a savvy professional is the best way to go. You may need to make adjustments but the good news is that the cosmos definitely has your back when it comes to accruing wealth.

"
7480,9 august 2016,cancer,"Educate yourself about all the aspects of a decision you’re in the process of making, or a plan that you’re considering. Thanks to intelligent Mercury’s position in your third house of research, you should be able to uncover aspects that perhaps weren’t apparent before. A sweet Moon-Venus aspect also helps, as it provides creative solutions that you can act on right away.

"
7481,10 august 2017,cancer,"Sweet day for sweet talk! Flirt, whisper, laugh, flatter, chat up a new flame, and make plans with your current amour. But despite the frisky vibe, some stability can be reached within a relationship–a nice bonus indeed.

"
7482,10 august 2016,cancer,"How you relate to other people is the focus of the planets this week, and a powerful trine today will open your eyes. Doing things the same old way just isn’t cutting it anymore. So if you’ve been killing people with kindness, only to get nowhere, it may be time for some tough love. Likewise, if you’ve been coming on strong, switch to a more mellow approach, or even drop the subject altogether–at least until the other person gets it.

"
